Brand,Product Name,Refurbished/New,Color ,Ram,Storage,Product Cost,Product Ratings,Product Review
Oppo, OPPO A77s ,Refurbished,Starry Black,8.00,128.00,11499.00,4.00,3.00
Oppo, Oppo F15 ,Refurbished,Blazing Blue,4.00,128.00,11290.00,4.00,14.00
Oppo,Oppo Reno8 5G ,New,Shimmer Gold,8.00,128.00,29999.00,4.00,202.00
Oppo, OPPO F11 ,Refurbished,Marble Green,4.00,128.00,15200.00,4.00,42.00
Oppo, OPPO F21s Pro 5G ,Refurbished,Starlight Black,8.00,128.00,17999.00,3.00,15.00
Oppo, OPPO A77 ,Refurbished,Sky Blue,4.00,128.00,11898.00,3.00,4.00
Oppo, OPPO A76 ,Refurbished,Glowing Black,6.00,128.00,12980.00,3.00,35.00
Oppo, OPPO F19 Pro ,Refurbished,Crystal Silver,8.00,256.00,17999.00,4.00,226.00
Oppo, OPPO F19 Pro ,Refurbished,Fantastic Purple,8.00,256.00,17899.00,4.00,226.00
Oppo, Realme narzo 30A ,Refurbished,Laser Blue,3.00,32.00,6999.00,4.00,24.00
Oppo, realme C11 2021 ,Refurbished,Cool Blue,4.00,64.00,7190.00,3.00,35.00
Oppo, OPPO A77 ,Refurbished,Sunset Orange,4.00,128.00,11999.00,4.00,4.00
Oppo, OPPO F15 ,Refurbished,Blazing Blue,8.00,128.00,14699.00,4.00,15.00
Oppo, OPPO A5S ,Refurbished,Gold,4.00,64.00,7599.00,3.00,4.00
Oppo, Realme X7 ,Refurbished,Nebula,6.00,128.00,13350.00,4.00,78.00
Oppo, Realme 8 ,Refurbished,Cyber Silver,6.00,128.00,12999.00,4.00,50.00
Oppo, OPPO F11 ,Refurbished,Marble Green,6.00,128.00,10999.00,4.00,60.00
Oppo, Realme GT 5G Master Edition ,Refurbished,Daybreak Blue,8.00,256.00,23999.00,4.00,21.00
Oppo, Oppo A17 ,Refurbished,Midnight Black,4.00,64.00,10190.00,5.00,1.00
Oppo, OPPO K10 ,Refurbished,Blue Flame,6.00,128.00,,3.00,26.00
Oppo, OPPO Reno8 Pro 5G ,Refurbished,Glazed Black,12.00,256.00,27990.00,3.00,6.00
Oppo, OPPO F21s Pro 5G ,Refurbished,Dawnlight Gold,8.00,128.00,19599.00,3.00,17.00
Oppo, OPPO A54 ,Refurbished,Starry Blue,4.00,128.00,12598.00,4.00,3.00
Oppo, Oppo A16k ,Refurbished,White,4.00,64.00,11653.00,3.00,9.00
Oppo, Realme 9 Pro 5G ,Refurbished,Midnight Black,6.00,128.00,15399.00,3.00,12.00
Oppo, OPPO F17 ,Refurbished,Navy Blue,8.00,128.00,14599.00,4.00,16.00
Oppo, OPPO A12 ,Refurbished,Flowing Silver,4.00,64.00,8699.00,5.00,1.00
Oppo, Oppo A54 ,Refurbished,Starry Blue,4.00,128.00,12499.00,3.00,40.00
Oppo, Realme 9 Pro+ 5G ,Refurbished,Aurora Green,6.00,128.00,,4.00,7.00
Oppo, realme 5 Pro ,Refurbished,Crystal Green,6.00,64.00,8690.00,3.00,5.00
Oppo, Realme 5s ,Refurbished,Crystal Blue,4.00,64.00,7290.00,4.00,3.00
Oppo, Realme GT Neo 2 ,Refurbished,Neo Blue,8.00,128.00,,3.00,19.00
Oppo, Realme 8 ,Refurbished,Cyber Black,6.00,128.00,13999.00,4.00,74.00
Oppo, realme Narzo 30 ,Refurbished,Racing Silver,4.00,64.00,10189.00,4.00,37.00
Apple,Apple Apple iPhone 13  ,New, Blue,4.00,128.00,50498.00,4.00,19227.00
Apple,Apple Apple iPhone 13  ,New,Product RED,4.00,128.00,50499.00,4.00,19227.00
Apple,Apple Apple iPhone 13  ,New, Starlight,4.00,128.00,50999.00,4.00,19227.00
Apple,Apple Apple iPhone 15 Pro Max,New, Blue Titanium,8.00,256.00,159900.00,4.00,31.00
Apple,Apple Apple iPhone 13  ,New, Midnight,4.00,128.00,50749.00,4.00,19227.00
Apple,Apple iPhone 15   ,New, Pink,6.00,128.00,79900.00,4.00,97.00
Apple,Apple iPhone 15 Pro Max ,New,natural Titanium,8.00,1.00,199900.00,4.00,31.00
Apple,Apple iPhone 13   ,New, Pink,4.00,128.00,50749.00,4.00,19227.00
Apple,Apple iPhone 13   ,New, Midnight,4.00,128.00,50749.00,4.00,19227.00
Apple,Apple iPhone 13   ,New, Starlight,4.00,128.00,50999.00,4.00,19227.00
Apple,Apple iPhone 13   ,New,Product RED,4.00,128.00,50499.00,4.00,19227.00
Apple,Apple iPhone 15 Pro Max ,New,Starlight,8.00,256.00,159900.00,4.00,31.00
Apple,Apple iPhone 13   ,New, Blue,4.00,128.00,50498.00,4.00,19227.00
Apple,Apple iPhone 15   ,New, Blue,6.00,128.00,79900.00,4.00,97.00
Apple,Apple iPhone 13   ,New, Green,4.00,128.00,50749.00,4.00,19227.00
Apple,Apple iPhone 15 Pro Max ,New, Blue Titanium,8.00,256.00,159900.00,4.00,31.00
Apple,Apple iPhone 15 Plus  ,New, Black,6.00,128.00,89900.00,4.00,74.00
Apple,Apple iPhone 15   ,New, Blue,6.00,256.00,89900.00,4.00,97.00
Apple,Apple iPhone 15 Plus  ,New, Blue,6.00,128.00,89900.00,4.00,74.00
Apple,Apple iPhone 15   ,New, Green,6.00,128.00,79900.00,4.00,97.00
Apple,Apple iPhone 15   ,New, Black,6.00,128.00,79900.00,4.00,97.00
Apple,Apple iPhone 15 Pro Max ,New, Black Titanium,8.00,1.00,199900.00,4.00,31.00
Apple,Apple iPhone 15   ,New, Pink,6.00,128.00,79900.00,4.00,97.00
Apple,Apple iPhone 15   ,New, Pink,6.00,128.00,79900.00,4.00,97.00
Apple,Apple iPhone 15 Pro Max ,New, Blue Titanium,8.00,1.00,199900.00,4.00,31.00
Apple,Apple iPhone 15 Plus  ,New, Blue,6.00,256.00,99900.00,4.00,74.00
Apple,Apple iPhone 15   ,New, Pink,6.00,256.00,89900.00,4.00,97.00
Apple,Apple iPhone 15 Pro  ,New, Blue Titanium,8.00,256.00,144900.00,3.00,34.00
Apple,Apple iPhone 13   ,New, Midnight,4.00,256.00,60499.00,4.00,19227.00
Apple,Apple iPhone 15 Pro  ,New, Blue Titanium,8.00,128.00,134900.00,3.00,34.00
Apple,Apple iPhone 13   ,New, Blue,4.00,256.00,60499.00,4.00,19227.00
Apple,Apple iPhone 15 Pro Max ,New,natural Titanium,8.00,1.00,199900.00,4.00,31.00
Apple,Apple iPhone 15 Pro Max ,New, Blue Titanium,8.00,1.00,199900.00,4.00,31.00
Apple,Apple iPhone 15   ,New, Yellow,6.00,256.00,89900.00,4.00,97.00
Apple,Apple iPhone 15 Pro  ,New, Blue Titanium,8.00,1.00,184900.00,3.00,34.00
Apple,Apple iPhone 15   ,New, Black,6.00,512.00,109900.00,4.00,97.00
Apple,Apple iPhone 15 Plus  ,New, Yellow,6.00,256.00,99900.00,4.00,74.00
Apple,Apple iPhone 15   ,New, Pink,6.00,512.00,109900.00,4.00,97.00
Apple,Apple iPhone 15 Plus  ,New, Green,6.00,512.00,119900.00,4.00,74.00
Apple,Apple iPhone 14 Pro Max ,New, Gold,6.00,1.00,,4.00,906.00
Apple,Apple iPhone 15 Plus  ,New, Blue,6.00,512.00,119900.00,4.00,74.00
Apple,Apple iPhone 15   ,New, Pink,6.00,128.00,79900.00,4.00,97.00
Apple,Apple iPhone 15 Pro Max ,New, Blue Titanium,8.00,1.00,199900.00,4.00,31.00
Apple,Apple iPhone 13   ,New, Pink,4.00,512.00,69499.00,4.00,19227.00
Apple,Apple iPhone 15 Plus  ,New, Pink,6.00,256.00,99900.00,4.00,74.00
Apple,Apple iPhone 15 Pro  ,New, Blue Titanium,8.00,512.00,164900.00,3.00,34.00
Apple,Apple iPhone 14 Pro  ,New, Silver,6.00,128.00,129900.00,5.00,757.00
Apple,Apple iPhone 13   ,New,Product RED,4.00,256.00,59999.00,4.00,19227.00
Apple,Apple iPhone 14 Pro  ,New, Silver,6.00,256.00,139900.00,5.00,757.00
Apple,Apple iPhone 15 Plus  ,New, Black,6.00,512.00,119900.00,4.00,74.00
Apple,Apple iPhone 15 Pro  ,New,natural Titanium,8.00,256.00,144900.00,3.00,34.00
Apple,Apple iPhone 15 Plus  ,New, Pink,6.00,128.00,89900.00,4.00,74.00
Apple,Apple iPhone 15   ,New, Black,6.00,256.00,89900.00,4.00,97.00
Apple,Apple iPhone 15   ,New, Green,6.00,512.00,109900.00,4.00,97.00
Apple,Apple iPhone 13   ,New, Pink,4.00,256.00,60499.00,4.00,19227.00
Apple,Apple iPhone 13   ,New,Product RED,4.00,512.00,69499.00,4.00,19227.00
Apple,Apple iPhone 15   ,New, Yellow,6.00,128.00,79900.00,4.00,97.00
Apple,Apple iPhone 15 Plus  ,New, Black,6.00,256.00,99900.00,4.00,74.00
Apple,Apple iPhone 15   ,New, Green,6.00,256.00,89900.00,4.00,97.00
Apple,Apple iPhone 15   ,New, Pink,6.00,128.00,79900.00,4.00,97.00
Apple,Apple iPhone 13   ,New, Pink,4.00,128.00,50749.00,4.00,19227.00
Apple,Apple iPhone 14 Pro Max ,New, Silver,6.00,512.00,189900.00,4.00,906.00
Apple,Apple iPhone 15 Plus  ,New, Yellow,6.00,128.00,89900.00,4.00,74.00
Apple,Apple iPhone 15 Plus  ,New, Pink,6.00,512.00,119900.00,4.00,74.00
Apple,Apple iPhone 15   ,New, Blue,6.00,512.00,109900.00,4.00,97.00
Apple,Apple iPhone 15 Pro  ,New, Black Titanium,8.00,128.00,134900.00,3.00,34.00
Apple,Apple iPhone 13   ,New, Starlight,4.00,256.00,60499.00,4.00,19227.00
Apple,Apple iPhone 15 Pro  ,New,natural Titanium,8.00,128.00,134900.00,3.00,34.00
Apple,Apple iPhone 15 Plus  ,New, Yellow,6.00,512.00,119900.00,4.00,74.00
Apple,Apple iPhone 13   ,New, Starlight,4.00,512.00,69499.00,4.00,19227.00
Apple,Apple iPhone 13   ,New, Midnight,4.00,512.00,69499.00,4.00,19227.00
Apple,Apple iPhone 13   ,New, Green,4.00,512.00,69499.00,4.00,19227.00
Apple,Apple iPhone 15 Pro Max ,New, Black Titanium,8.00,256.00,159900.00,4.00,31.00
Apple,Apple iPhone 15 Pro  ,New,natural Titanium,8.00,512.00,164900.00,3.00,34.00
Apple,Apple iPhone 13   ,New, Green,4.00,256.00,60499.00,4.00,19227.00
Apple,Apple iPhone 15 Pro Max ,New, White Titanium,8.00,1.00,,4.00,31.00
Apple,Apple iPhone 14 Pro  ,New, Gold,6.00,128.00,,5.00,757.00
Apple,Apple iPhone 15   ,New, Pink,6.00,128.00,79900.00,4.00,97.00
Apple,Apple iPhone 15 Pro  ,New,natural Titanium,8.00,128.00,134900.00,3.00,34.00
Apple,Apple iPhone 15 Pro  ,New, Black Titanium,8.00,256.00,144900.00,3.00,34.00
Apple,Apple iPhone 15   ,New, Yellow,6.00,512.00,109900.00,4.00,97.00
Apple,Apple iPhone 14 Pro  ,New, Gold,6.00,256.00,,5.00,757.00
Apple,Apple iPhone 13   ,New, Blue,4.00,512.00,69499.00,4.00,19227.00
Apple,Apple iPhone 15 Pro  ,New,natural Titanium,8.00,512.00,184900.00,3.00,34.00
Apple,Apple iPhone 15 Plus  ,New, Green,6.00,128.00,89900.00,4.00,74.00
Apple,Apple iPhone 15 Pro  ,New, White Titanium,8.00,1.00,,3.00,34.00
Apple,i Phone X  ,New,Space Grey,4.00,64.00,91000.00,3.00,34.00
